Date,Open,High,Low,Close,Adj Close,Volume,MA_20,MA_50,SHORT_GR_LONG,Signal,Buy & Sell
1996-03-08 00:00:00+05:30,2.385986712994882,2.3982226883109594,2.358456236166485,2.390881061553955,2.390881061553955,24870423,2.475217080116272,2.3002506732940673,1,,NULL
1996-03-11 00:00:00+05:30,2.355397498698089,2.379869243617112,2.3193018567997363,2.344996929168701,2.344996929168701,32018877,2.465764880180359,2.298390827178955,1,0.0,NULL
1996-03-12 00:00:00+05:30,2.349279756509633,2.3517268272311274,2.141882303308542,2.3125722408294678,2.3125722408294678,22942379,2.4546302437782286,2.2967879343032838,1,0.0,NULL
1996-03-13 00:00:00+05:30,2.3431621591134775,2.413518256778367,2.3272553661264923,2.404341220855713,2.404341220855713,35833998,2.4445050954818726,2.297008194923401,1,0.0,NULL
1996-03-14 00:00:00+05:30,2.4043405186373437,2.4398244929431367,2.3713038224751153,2.379868984222412,2.379868984222412,32372426,2.434961128234863,2.2982562494277956,1,0.0,NULL
1996-03-15 00:00:00+05:30,2.3768102556836177,2.390881432032553,2.3217490856580403,2.329702377319336,2.329702377319336,33239823,2.425600695610046,2.2994186639785767,1,0.0,NULL
1996-03-18 00:00:00+05:30,2.3064548121860886,2.3241968058534748,2.2269218804611595,2.233651638031006,2.233651638031006,35009348,2.410672974586487,2.3003608322143556,1,0.0,NULL
1996-03-19 00:00:00+05:30,2.227533321769609,2.2575112919786524,2.092327351346968,2.1369881629943848,2.1369881629943848,31957429,2.395775866508484,2.2995777463912965,1,0.0,NULL
1996-03-20 00:00:00+05:30,2.1369881629943848,2.1369881629943848,2.1369881629943848,2.1369881629943848,2.1369881629943848,0,2.380878758430481,2.2990271425247193,1,0.0,NULL
1996-03-21 00:00:00+05:30,2.20856819175784,2.288100914524056,2.20856819175784,2.269747257232666,2.269747257232666,23555969,2.3671440482139587,2.300116147994995,1,0.0,NULL
1996-03-22 00:00:00+05:30,2.2483344809364842,2.2587348453142697,2.193273092611926,2.233651638031006,2.233651638031006,28958053,2.3527058005332946,2.3006545448303224,1,0.0,NULL
1996-03-25 00:00:00+05:30,2.2636293129279,2.360292579449185,2.2593468341781664,2.3003368377685547,2.3003368377685547,61991268,2.340837061405182,2.3028937196731567,1,0.0,NULL
1996-03-26 00:00:00+05:30,2.3009479572547424,2.3963874490703585,2.2936063299847387,2.362739086151123,2.362739086151123,77170713,2.3341379523277284,2.306466579437256,1,0.0,NULL
1996-03-27 00:00:00+05:30,2.4226945315540735,2.467967209527187,2.406176077085653,2.4282009601593018,2.4282009601593018,54386851,2.3294883489608766,2.312829213142395,1,0.0,NULL
1996-03-28 00:00:00+05:30,2.4349301639261807,2.4649081263625847,2.4349301639261807,2.457566499710083,2.457566499710083,25451953,2.3342909097671507,2.320672369003296,1,0.0,NULL
1996-03-29 00:00:00+05:30,2.4471664372970827,2.466743835303245,2.4012820925773664,2.4141297340393066,2.4141297340393066,28306169,2.3355756759643556,2.3280016374588013,1,0.0,NULL
1996-04-01 00:00:00+05:30,2.4349307640257005,2.4569552337376606,2.412294422662971,2.445331335067749,2.445331335067749,30881643,2.339032304286957,2.335526690483093,1,0.0,NULL
